req_numer,time,result,energy_avaliable
3557,355.602,THROTTLED,9.19
3558,355.702,THROTTLED,9.16
3559,355.802,THROTTLED,9.13
3560,355.902,THROTTLED,9.1
3561,356.002,COMPLETE,16.12
3562,356.102,COMPLETE,13.14
3563,356.202,COMPLETE,10.16
3564,356.302,COMPLETE,7.18
3565,356.402,THROTTLED,7.15
3566,356.502,THROTTLED,7.12
3567,356.602,THROTTLED,7.09
3568,356.702,THROTTLED,7.06
3569,356.802,THROTTLED,7.03
3570,356.902,THROTTLED,7
3571,357.002,COMPLETE,14.02
3572,357.102,COMPLETE,11.04
3573,357.202,COMPLETE,8.06
3574,357.302,THROTTLED,8.03
3575,357.402,THROTTLED,8
3576,357.502,THROTTLED,7.97
3577,357.602,THROTTLED,7.94
3578,357.702,THROTTLED,7.91
3579,357.802,THROTTLED,7.88
3580,357.902,THROTTLED,7.85
3581,358.002,COMPLETE,14.87
3582,358.102,COMPLETE,11.89
3583,358.202,COMPLETE,8.91
3584,358.302,THROTTLED,8.88
3585,358.402,THROTTLED,8.85
3586,358.502,THROTTLED,8.82
3587,358.602,THROTTLED,8.79
3588,358.702,THROTTLED,8.76
3589,358.802,THROTTLED,8.73
3590,358.902,THROTTLED,8.7
3591,359.002,COMPLETE,15.72
3592,359.102,COMPLETE,12.74
3593,359.202,COMPLETE,9.76
3594,359.302,THROTTLED,9.73
3595,359.402,THROTTLED,9.7
3596,359.502,THROTTLED,9.67
3597,359.602,THROTTLED,9.64
3598,359.702,THROTTLED,9.61
3599,359.802,THROTTLED,9.58
3600,359.902,THROTTLED,9.55
3601,360.002,COMPLETE,16.57
3602,360.102,COMPLETE,13.59
3603,360.202,COMPLETE,10.61
3604,360.302,COMPLETE,7.63
3605,360.402,THROTTLED,7.6
3606,360.502,THROTTLED,7.57
3607,360.602,THROTTLED,7.54
3608,360.702,THROTTLED,7.51
3609,360.802,THROTTLED,7.48
3610,360.902,THROTTLED,7.45
3611,361.002,COMPLETE,14.47
3612,361.102,COMPLETE,11.49
3613,361.202,COMPLETE,8.51
3614,361.302,THROTTLED,8.48
3615,361.402,THROTTLED,8.45
3616,361.502,THROTTLED,8.42
3617,361.602,THROTTLED,8.39
3618,361.702,THROTTLED,8.36
3619,361.802,THROTTLED,8.33
3620,361.902,THROTTLED,8.3
3621,362.002,COMPLETE,15.32
3622,362.102,COMPLETE,12.34
3623,362.202,COMPLETE,9.36
3624,362.302,THROTTLED,9.33
3625,362.402,THROTTLED,9.3
3626,362.502,THROTTLED,9.27
3627,362.602,THROTTLED,9.24
3628,362.702,THROTTLED,9.21
3629,362.802,THROTTLED,9.18
3630,362.902,THROTTLED,9.15
3631,363.002,COMPLETE,16.17
3632,363.102,COMPLETE,13.19
3633,363.202,COMPLETE,10.21
3634,363.302,COMPLETE,7.23
3635,363.402,THROTTLED,7.2
3636,363.502,THROTTLED,7.17
3637,363.602,THROTTLED,7.14
3638,363.702,THROTTLED,7.11
3639,363.802,THROTTLED,7.08
3640,363.902,THROTTLED,7.05
3641,364.002,COMPLETE,14.07
3642,364.102,COMPLETE,11.09
3643,364.202,COMPLETE,8.11
3644,364.302,THROTTLED,8.08
3645,364.402,THROTTLED,8.05
3646,364.502,THROTTLED,8.02
3647,364.602,THROTTLED,7.99
3648,364.702,THROTTLED,7.96
3649,364.802,THROTTLED,7.93
3650,364.902,THROTTLED,7.9
3651,365.002,COMPLETE,14.92
3652,365.102,COMPLETE,11.94
3653,365.202,COMPLETE,8.96
3654,365.302,THROTTLED,8.93
3655,365.402,THROTTLED,8.9
3656,365.502,THROTTLED,8.87
3657,365.602,THROTTLED,8.84
3658,365.702,THROTTLED,8.81
3659,365.802,THROTTLED,8.78
3660,365.902,THROTTLED,8.75
3661,366.002,COMPLETE,15.77
3662,366.102,COMPLETE,12.79
3663,366.202,COMPLETE,9.81
3664,366.302,THROTTLED,9.78
3665,366.402,THROTTLED,9.75
3666,366.502,THROTTLED,9.72
3667,366.602,THROTTLED,9.69
3668,366.702,THROTTLED,9.66
3669,366.802,THROTTLED,9.63
3670,366.902,THROTTLED,9.6
3671,367.002,COMPLETE,16.62
3672,367.102,COMPLETE,13.64
3673,367.202,COMPLETE,10.66
3674,367.302,COMPLETE,7.68
3675,367.402,THROTTLED,7.65
3676,367.502,THROTTLED,7.62
3677,367.602,THROTTLED,7.59
3678,367.702,THROTTLED,7.56
3679,367.802,THROTTLED,7.53
3680,367.902,THROTTLED,7.5
3681,368.002,COMPLETE,14.52
3682,368.102,COMPLETE,11.54
3683,368.202,COMPLETE,8.56
3684,368.302,THROTTLED,8.53
3685,368.402,THROTTLED,8.5
3686,368.502,THROTTLED,8.47
3687,368.602,THROTTLED,8.44
3688,368.702,THROTTLED,8.41
3689,368.802,THROTTLED,8.38
3690,368.902,THROTTLED,8.35
3691,369.002,COMPLETE,15.37
3692,369.102,COMPLETE,12.39
3693,369.202,COMPLETE,9.41
3694,369.302,THROTTLED,9.38
3695,369.402,THROTTLED,9.35
3696,369.502,THROTTLED,9.32
3697,369.602,THROTTLED,9.29
3698,369.702,THROTTLED,9.26
3699,369.802,THROTTLED,9.23
3700,369.902,THROTTLED,9.2
3701,370.002,COMPLETE,16.22
3702,370.102,COMPLETE,13.24
3703,370.202,COMPLETE,10.26
3704,370.302,COMPLETE,7.28
3705,370.402,THROTTLED,7.25
3706,370.502,THROTTLED,7.22
3707,370.602,THROTTLED,7.19
3708,370.702,THROTTLED,7.16
3709,370.802,THROTTLED,7.13
3710,370.902,THROTTLED,7.1
3711,371.002,COMPLETE,14.12
3712,371.102,COMPLETE,11.14
3713,371.202,COMPLETE,8.16
3714,371.302,THROTTLED,8.13
3715,371.402,THROTTLED,8.1
3716,371.502,THROTTLED,8.07
3717,371.602,THROTTLED,8.04
3718,371.702,THROTTLED,8.01
3719,371.802,THROTTLED,7.98
3720,371.902,THROTTLED,7.95
3721,372.002,COMPLETE,14.97
3722,372.102,COMPLETE,11.99
3723,372.202,COMPLETE,9.01
3724,372.302,THROTTLED,8.98
3725,372.402,THROTTLED,8.95
3726,372.502,THROTTLED,8.92
3727,372.602,THROTTLED,8.89
3728,372.702,THROTTLED,8.86
3729,372.802,THROTTLED,8.83
3730,372.902,THROTTLED,8.8
3731,373.002,COMPLETE,15.82
3732,373.102,COMPLETE,12.84
3733,373.202,COMPLETE,9.86
3734,373.302,THROTTLED,9.83
3735,373.402,THROTTLED,9.8
3736,373.502,THROTTLED,9.77
3737,373.602,THROTTLED,9.74
3738,373.702,THROTTLED,9.71
3739,373.802,THROTTLED,9.68
3740,373.902,THROTTLED,9.65
3741,374.002,COMPLETE,16.67
3742,374.102,COMPLETE,13.69
3743,374.202,COMPLETE,10.71
3744,374.302,COMPLETE,7.73
3745,374.402,THROTTLED,7.7
3746,374.502,THROTTLED,7.67
3747,374.602,THROTTLED,7.64
3748,374.702,THROTTLED,7.61
3749,374.802,THROTTLED,7.58
3750,374.902,THROTTLED,7.55
3751,375.002,COMPLETE,14.57
3752,375.102,COMPLETE,11.59
3753,375.202,COMPLETE,8.61
3754,375.302,THROTTLED,8.58
3755,375.402,THROTTLED,8.55
3756,375.502,THROTTLED,8.52
3757,375.602,THROTTLED,8.49
3758,375.702,THROTTLED,8.46
3759,375.802,THROTTLED,8.43
3760,375.902,THROTTLED,8.4
3761,376.002,COMPLETE,15.42
3762,376.102,COMPLETE,12.44
3763,376.202,COMPLETE,9.46
3764,376.302,THROTTLED,9.43
3765,376.402,THROTTLED,9.4
3766,376.502,THROTTLED,9.37
3767,376.602,THROTTLED,9.34
3768,376.702,THROTTLED,9.31
3769,376.802,THROTTLED,9.28
3770,376.902,THROTTLED,9.25
3771,377.002,COMPLETE,16.27
3772,377.102,COMPLETE,13.29
3773,377.202,COMPLETE,10.31
3774,377.302,COMPLETE,7.33
3775,377.402,THROTTLED,7.3
3776,377.502,THROTTLED,7.27
3777,377.602,THROTTLED,7.24
3778,377.702,THROTTLED,7.21
3779,377.802,THROTTLED,7.18
3780,377.902,THROTTLED,7.15
3781,378.002,COMPLETE,14.17
3782,378.102,COMPLETE,11.19
3783,378.202,COMPLETE,8.21
3784,378.302,THROTTLED,8.18
3785,378.402,THROTTLED,8.15
3786,378.502,THROTTLED,8.12
3787,378.602,THROTTLED,8.09
3788,378.702,THROTTLED,8.06
3789,378.802,THROTTLED,8.03
3790,378.902,THROTTLED,8
3791,379.002,COMPLETE,15.02
3792,379.102,COMPLETE,12.04
3793,379.202,COMPLETE,9.06
3794,379.302,THROTTLED,9.03
3795,379.402,THROTTLED,9
3796,379.502,THROTTLED,8.97
3797,379.602,THROTTLED,8.94
3798,379.702,THROTTLED,8.91
3799,379.802,THROTTLED,8.88
3800,379.902,THROTTLED,8.85
3801,380.002,COMPLETE,15.87
3802,380.102,COMPLETE,12.89
3803,380.202,COMPLETE,9.91
3804,380.302,THROTTLED,9.88
3805,380.402,THROTTLED,9.85
3806,380.502,THROTTLED,9.82
3807,380.602,THROTTLED,9.79
3808,380.702,THROTTLED,9.76
3809,380.802,THROTTLED,9.73
3810,380.902,THROTTLED,9.7
3811,381.002,COMPLETE,16.72
3812,381.102,COMPLETE,13.74
3813,381.202,COMPLETE,10.76
3814,381.302,COMPLETE,7.78
3815,381.402,THROTTLED,7.75
3816,381.502,THROTTLED,7.72
3817,381.602,THROTTLED,7.69
3818,381.702,THROTTLED,7.66
3819,381.802,THROTTLED,7.63
3820,381.902,THROTTLED,7.6
3821,382.002,COMPLETE,14.62
3822,382.102,COMPLETE,11.64
3823,382.202,COMPLETE,8.66
3824,382.302,THROTTLED,8.63
3825,382.402,THROTTLED,8.6
3826,382.502,THROTTLED,8.57
3827,382.602,THROTTLED,8.54
3828,382.702,THROTTLED,8.51
3829,382.802,THROTTLED,8.48
3830,382.902,THROTTLED,8.45
3831,383.002,COMPLETE,15.47
3832,383.102,COMPLETE,12.49
3833,383.202,COMPLETE,9.51
3834,383.302,THROTTLED,9.48
3835,383.402,THROTTLED,9.45
3836,383.502,THROTTLED,9.42
3837,383.602,THROTTLED,9.39
3838,383.702,THROTTLED,9.36
3839,383.802,THROTTLED,9.33
3840,383.902,THROTTLED,9.3
3841,384.002,COMPLETE,16.32
3842,384.102,COMPLETE,13.34
3843,384.202,COMPLETE,10.36
3844,384.302,COMPLETE,7.38
3845,384.402,THROTTLED,7.35
3846,384.502,THROTTLED,7.32
3847,384.602,THROTTLED,7.29
3848,384.702,THROTTLED,7.26
3849,384.802,THROTTLED,7.23
3850,384.902,THROTTLED,7.2
3851,385.002,COMPLETE,14.22
3852,385.102,COMPLETE,11.24
3853,385.202,COMPLETE,8.26
3854,385.302,THROTTLED,8.23
3855,385.402,THROTTLED,8.2
3856,385.502,THROTTLED,8.17
3857,385.602,THROTTLED,8.14
3858,385.702,THROTTLED,8.11
3859,385.802,THROTTLED,8.08
3860,385.902,THROTTLED,8.05
3861,386.002,COMPLETE,15.07
3862,386.102,COMPLETE,12.09
3863,386.202,COMPLETE,9.11
3864,386.302,THROTTLED,9.08
3865,386.402,THROTTLED,9.05
3866,386.502,THROTTLED,9.02
3867,386.602,THROTTLED,8.99
3868,386.702,THROTTLED,8.96
3869,386.802,THROTTLED,8.93
3870,386.902,THROTTLED,8.9
3871,387.002,COMPLETE,15.92
3872,387.102,COMPLETE,12.94
3873,387.202,COMPLETE,9.96
3874,387.302,THROTTLED,9.93
3875,387.402,THROTTLED,9.9
3876,387.502,THROTTLED,9.87
3877,387.602,THROTTLED,9.84
3878,387.702,THROTTLED,9.81
3879,387.802,THROTTLED,9.78
3880,387.902,THROTTLED,9.75
3881,388.002,COMPLETE,16.77
3882,388.102,COMPLETE,13.79
3883,388.202,COMPLETE,10.81
3884,388.302,COMPLETE,7.83
3885,388.402,THROTTLED,7.8
3886,388.502,THROTTLED,7.77
3887,388.602,THROTTLED,7.74
3888,388.702,THROTTLED,7.71
3889,388.802,THROTTLED,7.68
3890,388.902,THROTTLED,7.65
3891,389.002,COMPLETE,14.67
3892,389.102,COMPLETE,11.69
3893,389.202,COMPLETE,8.71
3894,389.302,THROTTLED,8.68
3895,389.402,THROTTLED,8.65
3896,389.502,THROTTLED,8.62
3897,389.602,THROTTLED,8.59
3898,389.702,THROTTLED,8.56
3899,389.802,THROTTLED,8.53
3900,389.902,THROTTLED,8.5
3901,390.002,COMPLETE,15.52
3902,390.102,COMPLETE,12.54
3903,390.202,COMPLETE,9.56
3904,390.302,THROTTLED,9.53
3905,390.402,THROTTLED,9.5
3906,390.502,THROTTLED,9.47
3907,390.602,THROTTLED,9.44
3908,390.702,THROTTLED,9.41
3909,390.802,THROTTLED,9.38
3910,390.902,THROTTLED,9.35
3911,391.002,COMPLETE,16.37
3912,391.102,COMPLETE,13.39
3913,391.202,COMPLETE,10.41
3914,391.302,COMPLETE,7.43
3915,391.402,THROTTLED,7.4
3916,391.502,THROTTLED,7.37
3917,391.602,THROTTLED,7.34
3918,391.702,THROTTLED,7.31
3919,391.802,THROTTLED,7.28
3920,391.902,THROTTLED,7.25
3921,392.002,COMPLETE,14.27
3922,392.102,COMPLETE,11.29
3923,392.202,COMPLETE,8.31
3924,392.302,THROTTLED,8.28
3925,392.402,THROTTLED,8.25
3926,392.502,THROTTLED,8.22
3927,392.602,THROTTLED,8.19
3928,392.702,THROTTLED,8.16
3929,392.802,THROTTLED,8.13
3930,392.902,THROTTLED,8.1
3931,393.002,COMPLETE,15.12
3932,393.102,COMPLETE,12.14
3933,393.202,COMPLETE,9.16
3934,393.302,THROTTLED,9.13
3935,393.402,THROTTLED,9.1
3936,393.502,THROTTLED,9.07
3937,393.602,THROTTLED,9.04
3938,393.702,THROTTLED,9.01
3939,393.802,THROTTLED,8.98
3940,393.902,THROTTLED,8.95
3941,394.002,COMPLETE,15.97
3942,394.102,COMPLETE,12.99
3943,394.202,COMPLETE,10.01
3944,394.302,COMPLETE,7.03
3945,394.402,THROTTLED,7
3946,394.502,THROTTLED,6.97
3947,394.602,THROTTLED,6.94
3948,394.702,THROTTLED,6.91
3949,394.802,THROTTLED,6.88
3950,394.902,THROTTLED,6.85
3951,395.002,COMPLETE,13.87
3952,395.102,COMPLETE,10.89
3953,395.202,COMPLETE,7.91
3954,395.302,THROTTLED,7.88
3955,395.402,THROTTLED,7.85
3956,395.502,THROTTLED,7.82
3957,395.602,THROTTLED,7.79
3958,395.702,THROTTLED,7.76
3959,395.802,THROTTLED,7.73
3960,395.902,THROTTLED,7.7
3961,396.002,COMPLETE,14.72
3962,396.102,COMPLETE,11.74
3963,396.202,COMPLETE,8.76
3964,396.302,THROTTLED,8.73
3965,396.402,THROTTLED,8.7
3966,396.502,THROTTLED,8.67
3967,396.602,THROTTLED,8.64
3968,396.702,THROTTLED,8.61
3969,396.802,THROTTLED,8.58
3970,396.902,THROTTLED,8.55
3971,397.002,COMPLETE,15.57
3972,397.102,COMPLETE,12.59
3973,397.202,COMPLETE,9.61
3974,397.302,THROTTLED,9.58
3975,397.402,THROTTLED,9.55
3976,397.502,THROTTLED,9.52
3977,397.602,THROTTLED,9.49
3978,397.702,THROTTLED,9.46
3979,397.802,THROTTLED,9.43
3980,397.902,THROTTLED,9.4
3981,398.002,COMPLETE,16.42
3982,398.102,COMPLETE,13.44
3983,398.202,COMPLETE,10.46
3984,398.302,COMPLETE,7.48
3985,398.402,THROTTLED,7.45
3986,398.502,THROTTLED,7.42
3987,398.602,THROTTLED,7.39
3988,398.702,THROTTLED,7.36
3989,398.802,THROTTLED,7.33
3990,398.902,THROTTLED,7.3
3991,399.002,COMPLETE,14.32
3992,399.102,COMPLETE,11.34
3993,399.202,COMPLETE,8.36
3994,399.302,THROTTLED,8.33
3995,399.402,THROTTLED,8.3
3996,399.502,THROTTLED,8.27
3997,399.602,THROTTLED,8.24
3998,399.702,THROTTLED,8.21
3999,399.802,THROTTLED,8.18
4000,399.902,THROTTLED,8.15
4001,400.002,COMPLETE,15.17
4002,400.102,COMPLETE,12.19
4003,400.202,COMPLETE,9.21
4004,400.302,THROTTLED,9.18
4005,400.402,THROTTLED,9.15
4006,400.502,THROTTLED,9.12
4007,400.602,THROTTLED,9.09
4008,400.702,THROTTLED,9.06
4009,400.802,THROTTLED,9.03
4010,400.902,THROTTLED,9
4011,401.002,COMPLETE,16.02
4012,401.102,COMPLETE,13.04
4013,401.202,COMPLETE,10.06
4014,401.302,COMPLETE,7.08
4015,401.402,THROTTLED,7.05
4016,401.502,THROTTLED,7.02
4017,401.602,THROTTLED,6.99
4018,401.702,THROTTLED,6.96
4019,401.802,THROTTLED,6.93
4020,401.902,THROTTLED,6.9
4021,402.002,COMPLETE,13.92
4022,402.102,COMPLETE,10.94
4023,402.202,COMPLETE,7.96
4024,402.302,THROTTLED,7.93
4025,402.402,THROTTLED,7.9
4026,402.502,THROTTLED,7.87
4027,402.602,THROTTLED,7.84
4028,402.702,THROTTLED,7.81
4029,402.802,THROTTLED,7.78
4030,402.902,THROTTLED,7.75
4031,403.002,COMPLETE,14.77
4032,403.102,COMPLETE,11.79
4033,403.202,COMPLETE,8.81
4034,403.302,THROTTLED,8.78
4035,403.402,THROTTLED,8.75
4036,403.502,THROTTLED,8.72
4037,403.602,THROTTLED,8.69
4038,403.702,THROTTLED,8.66
4039,403.802,THROTTLED,8.63
4040,403.902,THROTTLED,8.6
4041,404.002,COMPLETE,15.62
4042,404.102,COMPLETE,12.64
4043,404.202,COMPLETE,9.66
4044,404.302,THROTTLED,9.63
4045,404.402,THROTTLED,9.6
4046,404.502,THROTTLED,9.57
4047,404.602,THROTTLED,9.54
4048,404.702,THROTTLED,9.51
4049,404.802,THROTTLED,9.48
4050,404.902,THROTTLED,9.45
4051,405.002,COMPLETE,16.47
4052,405.102,COMPLETE,13.49
4053,405.202,COMPLETE,10.51
4054,405.302,COMPLETE,7.53
4055,405.402,THROTTLED,7.5
4056,405.502,THROTTLED,7.47
4057,405.602,THROTTLED,7.44
4058,405.702,THROTTLED,7.41
4059,405.802,THROTTLED,7.38
4060,405.902,THROTTLED,7.35
4061,406.002,COMPLETE,14.37
4062,406.102,COMPLETE,11.39
4063,406.202,COMPLETE,8.41
4064,406.302,THROTTLED,8.38
4065,406.402,THROTTLED,8.35
4066,406.502,THROTTLED,8.32
4067,406.602,THROTTLED,8.29
4068,406.702,THROTTLED,8.26
4069,406.802,THROTTLED,8.23
4070,406.902,THROTTLED,8.2
4071,407.002,COMPLETE,15.22
4072,407.102,COMPLETE,12.24
4073,407.202,COMPLETE,9.26
4074,407.302,THROTTLED,9.23
4075,407.402,THROTTLED,9.2
4076,407.502,THROTTLED,9.17
4077,407.602,THROTTLED,9.14
4078,407.702,THROTTLED,9.11
4079,407.802,THROTTLED,9.08
4080,407.902,THROTTLED,9.05
4081,408.002,COMPLETE,16.07
4082,408.102,COMPLETE,13.09
4083,408.202,COMPLETE,10.11
4084,408.302,COMPLETE,7.13
4085,408.402,THROTTLED,7.1
4086,408.502,THROTTLED,7.07
4087,408.602,THROTTLED,7.04
4088,408.702,THROTTLED,7.01
4089,408.802,THROTTLED,6.98
4090,408.902,THROTTLED,6.95
4091,409.002,COMPLETE,13.97
4092,409.102,COMPLETE,10.99
4093,409.202,COMPLETE,8.01
4094,409.302,THROTTLED,7.98
4095,409.402,THROTTLED,7.95
4096,409.502,THROTTLED,7.92
4097,409.602,THROTTLED,7.89
4098,409.702,THROTTLED,7.86
4099,409.802,THROTTLED,7.83
4100,409.902,THROTTLED,7.8
4101,410.002,COMPLETE,14.82
4102,410.102,COMPLETE,11.84
4103,410.202,COMPLETE,8.86
4104,410.302,THROTTLED,8.83
4105,410.402,THROTTLED,8.8
4106,410.502,THROTTLED,8.77
4107,410.602,THROTTLED,8.74
4108,410.702,THROTTLED,8.71
4109,410.802,THROTTLED,8.68
4110,410.902,THROTTLED,8.65
4111,411.002,COMPLETE,15.67
4112,411.102,COMPLETE,12.69
4113,411.202,COMPLETE,9.71
4114,411.302,THROTTLED,9.68
4115,411.402,THROTTLED,9.65
4116,411.502,THROTTLED,9.62
4117,411.602,THROTTLED,9.59
4118,411.702,THROTTLED,9.56
4119,411.802,THROTTLED,9.53
4120,411.902,THROTTLED,9.5
4121,412.002,COMPLETE,16.52
4122,412.102,COMPLETE,13.54
4123,412.202,COMPLETE,10.56
4124,412.302,COMPLETE,7.58
4125,412.402,THROTTLED,7.55
4126,412.502,THROTTLED,7.52
4127,412.602,THROTTLED,7.49
4128,412.702,THROTTLED,7.46
4129,412.802,THROTTLED,7.43
4130,412.902,THROTTLED,7.4
4131,413.002,COMPLETE,14.42
4132,413.102,COMPLETE,11.44
4133,413.202,COMPLETE,8.46
4134,413.302,THROTTLED,8.43
4135,413.402,THROTTLED,8.4
4136,413.502,THROTTLED,8.37
4137,413.602,THROTTLED,8.34
4138,413.702,THROTTLED,8.31
4139,413.802,THROTTLED,8.28
4140,413.902,THROTTLED,8.25
4141,414.002,COMPLETE,15.27
4142,414.102,COMPLETE,12.29
4143,414.202,COMPLETE,9.31
4144,414.302,THROTTLED,9.28
4145,414.402,THROTTLED,9.25
4146,414.502,THROTTLED,9.22
4147,414.602,THROTTLED,9.19
4148,414.702,THROTTLED,9.16
4149,414.802,THROTTLED,9.13
4150,414.902,THROTTLED,9.1
4151,415.002,COMPLETE,16.12
4152,415.102,COMPLETE,13.14
4153,415.202,COMPLETE,10.16
4154,415.302,COMPLETE,7.18
4155,415.402,THROTTLED,7.15
4156,415.502,THROTTLED,7.12
4157,415.602,THROTTLED,7.09
4158,415.702,THROTTLED,7.06
4159,415.802,THROTTLED,7.03
4160,415.902,THROTTLED,7
4161,416.002,COMPLETE,14.02
4162,416.102,COMPLETE,11.04
4163,416.202,COMPLETE,8.06
4164,416.302,THROTTLED,8.03
4165,416.402,THROTTLED,8
4166,416.502,THROTTLED,7.97
4167,416.602,THROTTLED,7.94
4168,416.702,THROTTLED,7.91
4169,416.802,THROTTLED,7.88
4170,416.902,THROTTLED,7.85
4171,417.002,COMPLETE,14.87
4172,417.102,COMPLETE,11.89
4173,417.202,COMPLETE,8.91
4174,417.302,THROTTLED,8.88
4175,417.402,THROTTLED,8.85
4176,417.502,THROTTLED,8.82
4177,417.602,THROTTLED,8.79
4178,417.702,THROTTLED,8.76
4179,417.802,THROTTLED,8.73
4180,417.902,THROTTLED,8.7
4181,418.002,COMPLETE,15.72
4182,418.102,COMPLETE,12.74
4183,418.202,COMPLETE,9.76
4184,418.302,THROTTLED,9.73
4185,418.402,THROTTLED,9.7
4186,418.502,THROTTLED,9.67
4187,418.602,THROTTLED,9.64
4188,418.702,THROTTLED,9.61
4189,418.802,THROTTLED,9.58
4190,418.902,THROTTLED,9.55
4191,419.002,COMPLETE,16.57
4192,419.102,COMPLETE,13.59
4193,419.202,COMPLETE,10.61
4194,419.302,COMPLETE,7.63
4195,419.402,THROTTLED,7.6
4196,419.502,THROTTLED,7.57
4197,419.602,THROTTLED,7.54
4198,419.702,THROTTLED,7.51
4199,419.802,THROTTLED,7.48
4200,419.902,THROTTLED,7.45
4201,420.002,COMPLETE,14.47
4202,420.102,COMPLETE,11.49
4203,420.202,COMPLETE,8.51
4204,420.302,THROTTLED,8.48
4205,420.402,THROTTLED,8.45
4206,420.502,THROTTLED,8.42
4207,420.602,THROTTLED,8.39
4208,420.702,THROTTLED,8.36
4209,420.802,THROTTLED,8.33
4210,420.902,THROTTLED,8.3
4211,421.002,COMPLETE,15.32
4212,421.102,COMPLETE,12.34
4213,421.202,COMPLETE,9.36
4214,421.302,THROTTLED,9.33
4215,421.402,THROTTLED,9.3
4216,421.502,THROTTLED,9.27
4217,421.602,THROTTLED,9.24
4218,421.702,THROTTLED,9.21
4219,421.802,THROTTLED,9.18
4220,421.902,THROTTLED,9.15
4221,422.002,COMPLETE,16.17
4222,422.102,COMPLETE,13.19
4223,422.202,COMPLETE,10.21
4224,422.302,COMPLETE,7.23
4225,422.402,THROTTLED,7.2
4226,422.502,THROTTLED,7.17
4227,422.602,THROTTLED,7.14
4228,422.702,THROTTLED,7.11
4229,422.802,THROTTLED,7.08
4230,422.902,THROTTLED,7.05
4231,423.002,COMPLETE,14.07
4232,423.102,COMPLETE,11.09
4233,423.202,COMPLETE,8.11
4234,423.302,THROTTLED,8.08
4235,423.402,THROTTLED,8.05
4236,423.502,THROTTLED,8.02
4237,423.602,THROTTLED,7.99
4238,423.702,THROTTLED,7.96
4239,423.802,THROTTLED,7.93
4240,423.902,THROTTLED,7.9
4241,424.002,COMPLETE,14.92
4242,424.102,COMPLETE,11.94
4243,424.202,COMPLETE,8.96
4244,424.302,THROTTLED,8.93
4245,424.402,THROTTLED,8.9
4246,424.502,THROTTLED,8.87
4247,424.602,THROTTLED,8.84
4248,424.702,THROTTLED,8.81
4249,424.802,THROTTLED,8.78
4250,424.902,THROTTLED,8.75
4251,425.002,COMPLETE,15.77
4252,425.102,COMPLETE,12.79
4253,425.202,COMPLETE,9.81
4254,425.302,THROTTLED,9.78
4255,425.402,THROTTLED,9.75
4256,425.502,THROTTLED,9.72
4257,425.602,THROTTLED,9.69
4258,425.702,THROTTLED,9.66
4259,425.802,THROTTLED,9.63
4260,425.902,THROTTLED,9.6
4261,426.002,COMPLETE,16.62
4262,426.102,COMPLETE,13.64
4263,426.202,COMPLETE,10.66
4264,426.302,COMPLETE,7.68
4265,426.402,THROTTLED,7.65
4266,426.502,THROTTLED,7.62
4267,426.602,THROTTLED,7.59
4268,426.702,THROTTLED,7.56
4269,426.802,THROTTLED,7.53
4270,426.902,THROTTLED,7.5
4271,427.002,COMPLETE,14.52
4272,427.102,COMPLETE,11.54
4273,427.202,COMPLETE,8.56
4274,427.302,THROTTLED,8.53
4275,427.402,THROTTLED,8.5
4276,427.502,THROTTLED,8.47
4277,427.602,THROTTLED,8.44
4278,427.702,THROTTLED,8.41
4279,427.802,THROTTLED,8.38
4280,427.902,THROTTLED,8.35
4281,428.002,COMPLETE,15.37
4282,428.102,COMPLETE,12.39
4283,428.202,COMPLETE,9.41
4284,428.302,THROTTLED,9.38
4285,428.402,THROTTLED,9.35
4286,428.502,THROTTLED,9.32
4287,428.602,THROTTLED,9.29
4288,428.702,THROTTLED,9.26
4289,428.802,THROTTLED,9.23
4290,428.902,THROTTLED,9.2
4291,429.002,COMPLETE,16.22
4292,429.102,COMPLETE,13.24
4293,429.202,COMPLETE,10.26
4294,429.302,COMPLETE,7.28
4295,429.402,THROTTLED,7.25
4296,429.502,THROTTLED,7.22
4297,429.602,THROTTLED,7.19
4298,429.702,THROTTLED,7.16
4299,429.802,THROTTLED,7.13
4300,429.902,THROTTLED,7.1
4301,430.002,COMPLETE,14.12
4302,430.102,COMPLETE,11.14
4303,430.202,COMPLETE,8.16
4304,430.302,THROTTLED,8.13
4305,430.402,THROTTLED,8.1
4306,430.502,THROTTLED,8.07
4307,430.602,THROTTLED,8.04
4308,430.702,THROTTLED,8.01
4309,430.802,THROTTLED,7.98
4310,430.902,THROTTLED,7.95
4311,431.002,COMPLETE,14.97
4312,431.102,COMPLETE,11.99
4313,431.202,COMPLETE,9.01
4314,431.302,THROTTLED,8.98
4315,431.402,THROTTLED,8.95
4316,431.502,THROTTLED,8.92
4317,431.602,THROTTLED,8.89
4318,431.702,THROTTLED,8.86
4319,431.802,THROTTLED,8.83
4320,431.902,THROTTLED,8.8
4321,432.002,COMPLETE,15.82
4322,432.102,COMPLETE,12.84
4323,432.202,COMPLETE,9.86
4324,432.302,THROTTLED,9.83
4325,432.402,THROTTLED,9.8
4326,432.502,THROTTLED,9.77
4327,432.602,THROTTLED,9.74
4328,432.702,THROTTLED,9.71
4329,432.802,THROTTLED,9.68
4330,432.902,THROTTLED,9.65
4331,433.002,COMPLETE,16.67
4332,433.102,COMPLETE,13.69
4333,433.202,COMPLETE,10.71
